Material;Venda_pallet;Embalagem;Quantidade_de_cxs;Data;Quantidade;Peso;Frequencia
21620;0,095238095;N4;40;44743;200;91,4;1
21620;0,228571429;N4;96;44774;480;219,36;2
21620;0;N4;0;44562;0;0;0
21620;0;N4;0;44593;0;0;0
21620;0;N4;0;44621;0;0;0
21620;0;N4;0;44652;0;0;0
21620;0;N4;0;44713;0;0;0
21620;0;N4;0;44866;0;0;0
21656;0,047619048;N4;20;44621;100;46,1;1
21656;0,071428571;N4;30;44805;150;69,75;1
21656;0,102114286;N4;43;44713;214,44;99,72;1
21656;0,283861905;N4;119;44682;596,11;267,19;1
21656;0;N4;0;44562;0;0;0
21656;0;N4;0;44593;0;0;0
21656;0;N4;0;44652;0;0;0
21656;0;N4;0;44743;0;0;0
21656;0;N4;0;44774;0;0;0
21656;0;N4;0;44835;0;0;0
21656;0;N4;0;44866;0;0;0
21665;0,047619048;N4;20;44713;10;23,86;1
21665;1,242857143;N4;522;44682;261;622,75;1
21665;0;N4;0;44562;0;0;0
21665;0;N4;0;44593;0;0;0
21665;0;N4;0;44621;0;0;0
21665;0;N4;0;44652;0;0;0
21665;0;N4;0;44743;0;0;0
21665;0;N4;0;44774;0;0;0
21665;0;N4;0;44805;0;0;0
21665;0;N4;0;44835;0;0;0
21665;0;N4;0;44866;0;0;0
21670;0,142857143;N4;60;44713;300;137,4;1
21670;0,142857143;N4;60;44835;300;137,4;1
21670;0;N4;0;44562;0;0;0
21670;0;N4;0;44593;0;0;0
21670;0;N4;0;44621;0;0;0
21670;0;N4;0;44652;0;0;0
21670;0;N4;0;44682;0;0;0
21670;0;N4;0;44743;0;0;0
21670;0;N4;0;44774;0;0;0
21670;0;N4;0;44805;0;0;0
21670;0;N4;0;44866;0;0;0
21682;0,102380952;N4;43;44774;215;99,98;1
21682;0;N4;0;44562;0;0;0
21682;0;N4;0;44593;0;0;0
21682;0;N4;0;44621;0;0;0
21682;0;N4;0;44652;0;0;0
21682;0;N4;0;44682;0;0;0
21682;0;N4;0;44713;0;0;0
21682;0;N4;0;44743;0;0;0
21682;0;N4;0;44805;0;0;0
21682;0;N4;0;44835;0;0;0
21682;0;N4;0;44866;0;0;0
22714;0,00952381;N4;4;44866;8;4,01;2
22714;0,014285714;N4;6;44835;12;6,01;5
22714;0,104761905;N4;44;44562;88;44,09;9
22714;0,157142857;N4;66;44682;132;66,13;15
22714;0,164285714;N4;69;44652;138;69,14;7
22714;0,204761905;N4;86;44593;172;86,17;11
22714;0,302380952;N4;127;44743;254;127,25;12
22714;0,373809524;N4;157;44805;314;157,31;11
22714;0,397619048;N4;167;44621;334;167,33;15
22714;0,435714286;N4;183;44713;366;183,37;11
22714;0,476190476;N4;200;44774;400;200,4;19
22723;0,002380952;N4;1;44621;2;1,29;1
22723;0,016666667;N4;7;44774;14;9,03;3
22723;0,057142857;N4;24;44713;48;30,96;3
22723;0,1;N4;42;44682;84;54,18;6
22723;0,123809524;N4;52;44562;104;67,08;4
22723;0,147619048;N4;62;44652;124;79,98;6
22723;0,185714286;N4;78;44593;156;100,62;6
22723;0,297619048;N4;125;44835;250;161,25;7
22723;0,30952381;N4;130;44805;260;167,7;10
22723;0,435714286;N4;183;44866;366;236,07;7
22723;0,483333333;N4;203;44743;406;261,87;3
22736;0,016666667;N4;7;44593;350;27,65;4
22736;0,019047619;N4;8;44743;400;31,6;4
22736;0,019809524;N4;8;44713;416;32,86;3
22736;0,023809524;N4;10;44682;500;39,5;4
22736;0,030952381;N4;13;44805;650;51,35;5
22736;0,030952381;N4;13;44835;650;51,35;5
22736;0,030952381;N4;13;44866;650;51,35;4
22736;0,035714286;N4;15;44774;750;59,25;4
22736;0,042857143;N4;18;44621;900;71,1;3
22736;0,054761905;N4;23;44562;1150;90,85;4
22736;0;N4;0;44652;0;0;0
22744;0,002380952;N4;1;44774;1;1,98;1
22744;0,004761905;N4;2;44713;2;3,96;2
22744;0,004761905;N4;2;44805;2;3,96;2
22744;0,004761905;N4;2;44866;2;3,96;1
22744;0,011904762;N4;5;44835;5;9,9;4
22744;0,011904762;N4;5;44621;5;9,9;3
22744;0,011904762;N4;5;44743;5;9,9;2
22744;0,614285714;N4;258;44562;258;510,84;3
22744;0;N4;0;44593;0;0;0
22744;0;N4;0;44652;0;0;0
22744;0;N4;0;44682;0;0;0
22786;0,30952381;N4;130;44593;1300;208;34
22786;0,385714286;N4;162;44713;1620;259,2;30
22786;0,514285714;N4;216;44562;2160;345,6;30
22786;0,538095238;N4;226;44805;2260;361,6;27
22786;0,616666667;N4;259;44652;2590;414,4;32
22786;0,795238095;N4;334;44774;3340;534,4;42
22786;0,835714286;N4;351;44866;3510;561,6;18
22786;0,919047619;N4;386;44743;3860;617,6;43
22786;1,083333333;N4;455;44835;4550;728;39
22786;1,345238095;N4;565;44621;5650;904;41
22786;1,583333333;N4;665;44682;6650;1064;41
22789;0,354761905;N4;149;44621;298;200,55;25
22789;0,354761905;N4;149;44652;298;200,55;19
22789;0,35952381;N4;151;44866;302;203,25;10
22789;0,366666667;N4;154;44835;308;207,28;27
22789;0,633333333;N4;266;44743;532;358,04;25
22789;0,75;N4;315;44593;630;423,99;22
22789;1,023809524;N4;430;44682;860;578,78;18
22789;1,05225;N4;442;44774;883,89;594,86;22
22789;1,185714286;N4;498;44713;996;670,31;14
22789;1,2;N4;504;44805;1008;678,38;25
22789;1,269047619;N4;533;44562;1066;717,42;24
22790;0,05;N4;21;44866;21;20,31;3
22790;0,219047619;N4;92;44743;92;88,96;9
22790;0,566666667;N4;238;44593;238;230,15;15
22790;0,669047619;N4;281;44805;281;271,73;24
22790;1,214285714;N4;510;44682;510;493,17;15
22790;1,24047619;N4;521;44774;521;503,81;11
22790;1,592857143;N4;669;44713;669;646,92;16
22790;1,773809524;N4;745;44562;745;720,42;15
22790;1,892857143;N4;795;44652;795;768,77;21
22790;1,897619048;N4;797;44835;797;770,7;25
22790;1,916666667;N4;805;44621;805;778,44;20
22791;0,121428571;N4;51;44652;255;61,2;6
22791;0,473809524;N4;199;44835;995;238,8;6
22791;0,547619048;N4;230;44621;1150;276;9
22791;1,230952381;N4;517;44593;2585;620,4;13
22791;1,285714286;N4;540;44805;2700;648;23
22791;1,680952381;N4;706;44866;3530;847,2;13
22791;1,997619048;N4;839;44682;4195;1006,8;14
22791;2,080952381;N4;874;44713;4370;1048,8;7
22791;2,192857143;N4;921;44774;4605;1105,2;21
22791;2,583333333;N4;1085;44562;5425;1302;24
22791;0;N4;0;44743;0;0;0
22797;0,04047619;N4;17;44835;170;32,3;9
22797;0,061904762;N4;26;44621;260;49,4;5
22797;0,069047619;N4;29;44682;290;55,1;10
22797;0,095238095;N4;40;44562;400;76;7
22797;0,10952381;N4;46;44805;460;87,4;9
22797;0,123809524;N4;52;44593;520;98,8;10
22797;0,145238095;N4;61;44774;610;115,9;16
22797;0,152380952;N4;64;44866;640;121,6;13
22797;0,185714286;N4;78;44652;780;148,2;16
22797;0,221428571;N4;93;44743;930;176,7;13
22797;0,307142857;N4;129;44713;1290;245,1;18
22802;0,05;N4;21;44774;21;20,31;4
22802;0,05952381;N4;25;44682;25;24,18;1
22802;0,071428571;N4;30;44652;30;29,01;1
22802;0,10952381;N4;46;44743;46;44,48;6
22802;0,183333333;N4;77;44866;77;74,46;7
22802;0,269047619;N4;113;44805;113;109,27;6
22802;0,428571429;N4;180;44562;180;174,06;11
22802;0;N4;0;44593;0;0;0
22802;0;N4;0;44621;0;0;0
22802;0;N4;0;44713;0;0;0
22802;0;N4;0;44835;0;0;0
22804;0,066404762;N4;28;44774;139,45;33,47;2
22804;0,476190476;N4;200;44593;1000;240;1
22804;0,676190476;N4;284;44562;1420;340,8;2
22804;1,252380952;N4;526;44743;2630;631,2;10
22804;0;N4;0;44621;0;0;0
22804;0;N4;0;44652;0;0;0
22804;0;N4;0;44682;0;0;0
22804;0;N4;0;44713;0;0;0
22804;0;N4;0;44805;0;0;0
22804;0;N4;0;44835;0;0;0
22804;0;N4;0;44866;0;0;0
22806;0,007142857;N4;3;44774;30;4,8;1
22806;0,011904762;N4;5;44562;50;8;1
22806;0,014285714;N4;6;44593;60;9,6;2
22806;0,014285714;N4;6;44743;60;9,6;1
22806;0,016666667;N4;7;44835;70;11,2;2
22806;0,05952381;N4;25;44652;250;40;2
22806;0,073809524;N4;31;44713;310;49,6;5
22806;0,104761905;N4;44;44866;440;70,4;8
22806;0,14047619;N4;59;44805;590;94,4;5
22806;0,311904762;N4;131;44682;1310;209,6;9
22806;0,345238095;N4;145;44621;1450;232;4
22808;0,002380952;N4;1;44621;10;1,9;1
22808;0,004761905;N4;2;44835;20;3,8;1
22808;0,004761905;N4;2;44866;20;3,8;1
22808;0,011904762;N4;5;44562;50;9,5;1
22808;0,04047619;N4;17;44593;170;32,3;4
22808;0,052380952;N4;22;44743;220;41,8;3
22808;0;N4;0;44652;0;0;0
22808;0;N4;0;44682;0;0;0
22808;0;N4;0;44713;0;0;0
22808;0;N4;0;44774;0;0;0
22808;0;N4;0;44805;0;0;0
22810;0,357142857;N4;150;44774;1500;240;1
22810;0,357142857;N4;150;44866;1500;240;1
22810;0,595238095;N4;250;44805;2500;400;2
22810;0,833333333;N4;350;44835;3500;560;2
22810;0,997619048;N4;419;44593;4190;670,4;2
22810;1,235714286;N4;519;44562;5190;830,4;3
22810;0;N4;0;44621;0;0;0
22810;0;N4;0;44652;0;0;0
22810;0;N4;0;44682;0;0;0
22810;0;N4;0;44713;0;0;0
22810;0;N4;0;44743;0;0;0
22817;0,002380952;N4;1;44593;5;1,2;1
22817;0,197619048;N4;83;44562;415;99,6;1
22817;0;N4;0;44621;0;0;0
22817;0;N4;0;44652;0;0;0
22817;0;N4;0;44682;0;0;0
22817;0;N4;0;44713;0;0;0
22817;0;N4;0;44743;0;0;0
22817;0;N4;0;44774;0;0;0
22817;0;N4;0;44805;0;0;0
22817;0;N4;0;44835;0;0;0
22817;0;N4;0;44866;0;0;0
22845;0,092857143;N4;39;44593;39;103,35;13
22845;0,097619048;N4;41;44562;41;108,65;9
22845;0,142857143;N4;60;44713;60;159;24
22845;0,152380952;N4;64;44743;64;169,6;16
22845;0,15952381;N4;67;44652;67;177,55;16
22845;0,161904762;N4;68;44774;68;180,2;22
22845;0,273809524;N4;115;44866;115;304,75;23
22845;0,361904762;N4;152;44621;152;402,8;21
22845;0,461904762;N4;194;44835;194;514,1;23
22845;0,688095238;N4;289;44805;289;765,85;24
22845;0,79047619;N4;332;44682;332;879,8;23
22860;0,09047619;N4;38;44866;38;100,7;1
22860;0,483333333;N4;203;44774;203;537,95;4
22860;0,511904762;N4;215;44835;215;569,75;2
22860;0,797619048;N4;335;44805;335;887,75;4
22860;1,05;N4;441;44713;441;1168,65;6
22860;0;N4;0;44562;0;0;0
22860;0;N4;0;44593;0;0;0
22860;0;N4;0;44621;0;0;0
22860;0;N4;0;44652;0;0;0
22860;0;N4;0;44682;0;0;0
22860;0;N4;0;44743;0;0;0
22905;5,954761905;N4;2501;44835;5002;2971,19;85
22905;9,988095238;N4;4195;44866;8390;4983,66;98
22905;20,13333333;N4;8456;44593;16912;10045,73;312
22905;23,92619048;N4;10049;44562;20098;11938,21;263
22905;32,27619048;N4;13556;44713;27112;15704,53;399
22905;32,85238095;N4;13798;44682;27596;16392,02;434
22905;34,71904762;N4;14582;44652;29164;17323,42;301
22905;40,17142857;N4;16872;44743;33744;20043,94;587
22905;40,48095238;N4;17002;44621;34004;20198,38;350
22905;43,5547619;N4;18293;44805;36586;21732,08;530
22905;48,35238095;N4;20308;44774;40616;24125,9;461
22906;9,419047619;N4;3956;44866;7912;5166,54;184
22906;10,5547619;N4;4433;44743;8866;5789,5;42
22906;12,97142857;N4;5448;44835;10896;7115,09;331
22906;17,3972619;N4;7307;44713;14613,7;9542,75;328
22906;18,03809524;N4;7576;44621;15152;9894,26;434
22906;18,32380952;N4;7696;44774;15392;10050,98;268
22906;22,11428571;N4;9288;44682;18576;12120,13;439
22906;24,89047619;N4;10454;44652;20908;13652,92;399
22906;25,72142857;N4;10803;44562;21606;14108,72;158
22906;25,74047619;N4;10811;44805;21622;14119,17;412
22906;41,77619048;N4;17546;44593;35092;22915,08;285
22907;4,173809524;N4;1753;44866;3506;2156,19;104
22907;7,535714286;N4;3165;44562;6330;3892,95;135
22907;10,24047619;N4;4301;44774;8602;5290,23;262
22907;10,45813095;N4;4392;44621;8784,83;5402,67;197
22907;10,77619048;N4;4526;44682;9052;5566,98;271
22907;10,95297619;N4;4600;44835;9200,5;5658,31;280
22907;10,96190476;N4;4604;44713;9208;5662,92;230
22907;12,14404762;N4;5101;44652;10201;6273,62;293
22907;14,9;N4;6258;44805;12516;7697,34;300
22907;17,27154762;N4;7254;44743;14508,1;8922,48;327
22907;21,24638095;N4;8923;44593;17846,96;10975,88;248
22912;0,019047619;N4;8;44774;16;9,5;2
22912;0,023809524;N4;10;44805;20;11,88;2
22912;0,076190476;N4;32;44652;64;38,02;4
22912;0,126190476;N4;53;44743;106;62,96;6
22912;0,647619048;N4;272;44713;544;323,14;5
22912;1,157142857;N4;486;44621;972;577,37;10
22912;2,20952381;N4;928;44682;1856;1102,46;36
22912;4,43452381;N4;1863;44593;3725;2212,65;51
22912;20,5625;N4;8636;44835;17272,5;10259,87;250
22912;28,33333333;N4;11900;44866;23800;14137,2;115
22912;0;N4;0;44562;0;0;0
22913;2,702380952;N4;1135;44835;2270;1482,31;81
22913;3,514285714;N4;1476;44805;2952;1927,66;91
22913;8,054761905;N4;3383;44774;6766;4418,2;98
22913;15,63333333;N4;6566;44866;13132;8575,2;205
22913;0;N4;0;44562;0;0;0
22913;0;N4;0;44593;0;0;0
22913;0;N4;0;44621;0;0;0
22913;0;N4;0;44652;0;0;0
22913;0;N4;0;44682;0;0;0
22913;0;N4;0;44713;0;0;0
22913;0;N4;0;44743;0;0;0
22917;0,014285714;N4;6;44621;12;7,38;2
22917;0,026190476;N4;11;44743;22;13,53;1
22917;0,038095238;N4;16;44774;32;19,68;4
22917;0,273809524;N4;115;44682;230;141,45;14
22917;0,411904762;N4;173;44562;346;212,79;27
22917;0,45952381;N4;193;44652;386;237,39;6
22917;0,460916667;N4;194;44593;387,17;230,73;11
22917;5,733333333;N4;2408;44866;4816;2961,84;154
22917;0;N4;0;44713;0;0;0
22917;0;N4;0;44805;0;0;0
22917;0;N4;0;44835;0;0;0
22922;0,002380952;N4;1;44682;2;1,31;3
22922;0,002380952;N4;1;44621;2;1,31;1
22922;0,002380952;N4;1;44866;2;1,31;1
22922;0,004761905;N4;2;44562;4;2,61;2
22922;0,038095238;N4;16;44805;32;20,9;5
22922;0,057142857;N4;24;44835;48;31,34;3
22922;0,271428571;N4;114;44713;228;148,88;8
22922;0,523809524;N4;220;44774;440;287,32;12
22922;3,204761905;N4;1346;44743;2692;1757,88;108
22922;0;N4;0;44593;0;0;0
22922;0;N4;0;44652;0;0;0
22923;0,002380952;N4;1;44593;2;1,47;1
22923;0,007142857;N4;3;44621;6;4,41;1
22923;0,747619048;N4;314;44774;628;461,58;29
22923;1,166666667;N4;490;44743;980;720,3;21
22923;2,592857143;N4;1089;44835;2178;1600,83;31
22923;4,921428571;N4;2067;44866;4134;3038,49;108
22923;5,557142857;N4;2334;44805;4668;3430,98;15
22923;0;N4;0;44562;0;0;0
22923;0;N4;0;44652;0;0;0
22923;0;N4;0;44682;0;0;0
22923;0;N4;0;44713;0;0;0
22925;0,019464286;N4;8;44805;16,35;9,71;2
22925;0,021428571;N4;9;44866;18;10,69;2
22925;0,033333333;N4;14;44835;28;16,63;3
22925;0,071428571;N4;30;44774;60;35,64;2
22925;3,107142857;N4;1305;44713;2610;1550,34;42
22925;4,25;N4;1785;44682;3570;2120,58;45
22925;4,60952381;N4;1936;44621;3872;2299,97;92
22925;6,55952381;N4;2755;44562;5510;3272,94;80
22925;8,238095238;N4;3460;44652;6920;4110,48;78
22925;14,0047619;N4;5882;44593;11764;6987,82;73
22925;26,71666667;N4;11221;44743;22442;13330,55;34
22928;0,430952381;N4;181;44805;362;236,39;27
22928;0,533333333;N4;224;44713;448;292,54;39
22928;0,638095238;N4;268;44593;536;350,01;38
22928;1,333333333;N4;560;44562;1120;731,36;34
22928;1,733333333;N4;728;44835;1456;950,77;44
22928;1,742857143;N4;732;44866;1464;955,99;38
22928;1,985714286;N4;834;44743;1668;1089,2;66
22928;2,247619048;N4;944;44682;1888;1232,86;43
22928;2,697619048;N4;1133;44652;2266;1479,7;37
22928;3;N4;1260;44774;2520;1645,56;48
22928;3,178571429;N4;1335;44621;2670;1743,51;42
22933;0,630952381;N4;265;44866;530;263,41;21
22933;1,283333333;N4;539;44743;1078;535,77;36
22933;1,442857143;N4;606;44774;1212;602,36;43
22933;1,782142857;N4;748;44805;1497;744,01;45
22933;1,942857143;N4;816;44713;1632;811,1;35
22933;2,252380952;N4;946;44593;1892;940,32;44
22933;3,011904762;N4;1265;44682;2530;1257,41;41
22933;3,323809524;N4;1396;44621;2792;1387,62;52
22933;3,521428571;N4;1479;44835;2958;1470,13;56
22933;3,969047619;N4;1667;44562;3334;1657;33
22933;6,316666667;N4;2653;44652;5306;2637,08;44
22942;0,011904762;N4;5;44562;10;6,15;1
22942;0,157142857;N4;66;44866;132;81,18;2
22942;0,19047619;N4;80;44682;160;98,4;12
22942;0,421428571;N4;177;44805;354;217,71;11
22942;0,530952381;N4;223;44835;446;274,29;14
22942;0,771428571;N4;324;44774;648;398,52;32
22942;0,938095238;N4;394;44713;788;484,62;29
22942;1,461904762;N4;614;44743;1228;755,22;43
22942;0;N4;0;44593;0;0;0
22942;0;N4;0;44621;0;0;0
22942;0;N4;0;44652;0;0;0
22944;0,00122619;N4;1;44743;1,03;0,61;1
22944;0,297619048;N4;125;44774;250;148,5;6
22944;0,673809524;N4;283;44713;566;336,2;8
22944;1,633333333;N4;686;44682;1372;814,97;30
22944;1,69047619;N4;710;44866;1420;843,48;25
22944;1,861904762;N4;782;44562;1564;929,02;12
22944;1,883333333;N4;791;44593;1582;939,71;38
22944;2,107142857;N4;885;44835;1770;1051,38;41
22944;2,461904762;N4;1034;44621;2068;1228,39;30
22944;2,476190476;N4;1040;44652;2080;1235,52;36
22944;5,809559524;N4;2440;44805;4880,03;2898,74;38
22946;0,130952381;N4;55;44562;110;67,65;4
22946;0,342857143;N4;144;44835;288;177,12;14
22946;0,352380952;N4;148;44866;296;182,04;11
22946;0,716666667;N4;301;44652;602;370,23;9
22946;0,861785714;N4;362;44805;723,9;445,2;17
22946;1,704761905;N4;716;44593;1432;880,68;29
22946;2,85;N4;1197;44621;2394;1472,31;39
22946;4,294047619;N4;1803;44774;3607;2218,31;26
22946;0;N4;0;44682;0;0;0
22946;0;N4;0;44713;0;0;0
22946;0;N4;0;44743;0;0;0
22951;0,321428571;N4;135;44835;270;176,31;8
22951;0,854761905;N4;359;44652;718;468,85;4
22951;1,202678571;N4;505;44743;1010,25;659,69;7
22951;1,207142857;N4;507;44621;1014;662,14;9
22951;1,283452381;N4;539;44774;1078,1;704;12
22951;1,313869048;N4;552;44805;1103,65;720,68;12
22951;1,369047619;N4;575;44682;1150;750,95;7
22951;1,530952381;N4;643;44562;1286;839,76;18
22951;1,571428571;N4;660;44713;1320;861,96;7
22951;1,769047619;N4;743;44866;1486;970,36;10
22951;2,021428571;N4;849;44593;1698;1108,79;37
22963;0,183333333;N4;77;44713;154;83,78;5
22963;0,314285714;N4;132;44774;264;143,62;22
22963;0,436904762;N4;184;44805;367;199,65;22
22963;0,464285714;N4;195;44621;390;212,16;26
22963;0,49047619;N4;206;44743;412;224,13;9
22963;0,569047619;N4;239;44682;478;260,03;15
22963;0,571428571;N4;240;44866;480;261,12;23
22963;0,585714286;N4;246;44562;492;267,65;18
22963;0,595238095;N4;250;44652;500;272;20
22963;0,771428571;N4;324;44593;648;352,51;21
22963;0,854761905;N4;359;44835;718;390,59;28
22978;0,007142857;N4;3;44835;6;4,26;2
22978;0,114285714;N4;48;44562;96;68,16;11
22978;0,114285714;N4;48;44743;96;68,16;7
22978;0,142857143;N4;60;44652;120;85,2;13
22978;0,169047619;N4;71;44621;142;100,82;15
22978;0,183333333;N4;77;44593;154;109,34;14
22978;0,185714286;N4;78;44713;156;110,76;9
22978;0,24047619;N4;101;44805;202;143,42;14
22978;0,321428571;N4;135;44774;270;191,7;10
22978;0,35;N4;147;44866;294;208,74;16
22978;0,842857143;N4;354;44682;708;502,68;20
22998;0,038095238;N4;16;44835;32;28,13;4
22998;0,047619048;N4;20;44652;40;35,16;1
22998;0,071666667;N4;30;44562;60,2;52,92;2
22998;0,083333333;N4;35;44805;70;61,53;1
22998;0,161904762;N4;68;44621;136;119,54;7
22998;0,197619048;N4;83;44713;166;145,91;2
22998;0,354761905;N4;149;44682;298;261,94;13
22998;0;N4;0;44743;0;0;0
22998;0;N4;0;44774;0;0;0
22998;0;N4;0;44593;-14;-12,31;2
22998;0;N4;0;44866;-16;-14,06;2
23066;5,974321429;N4;2509;44682;5018,43;2494,16;1
23066;0;N4;0;44562;0;0;0
23066;0;N4;0;44593;0;0;0
23066;0;N4;0;44621;0;0;0
23066;0;N4;0;44652;0;0;0
23066;0;N4;0;44713;0;0;0
23066;0;N4;0;44743;0;0;0
23066;0;N4;0;44774;0;0;0
23066;0;N4;0;44805;0;0;0
23066;0;N4;0;44835;0;0;0
23066;0;N4;0;44866;0;0;0
23067;3,971595238;N4;1668;44682;3336,14;2178,5;1
23067;0;N4;0;44562;0;0;0
23067;0;N4;0;44593;0;0;0
23067;0;N4;0;44621;0;0;0
23067;0;N4;0;44652;0;0;0
23067;0;N4;0;44713;0;0;0
23067;0;N4;0;44743;0;0;0
23067;0;N4;0;44774;0;0;0
23067;0;N4;0;44805;0;0;0
23067;0;N4;0;44835;0;0;0
23067;0;N4;0;44866;0;0;0
23071;0,116666667;N4;49;44805;98;63,99;1
23071;0;N4;0;44562;0;0;0
23071;0;N4;0;44593;0;0;0
23071;0;N4;0;44621;0;0;0
23071;0;N4;0;44652;0;0;0
23071;0;N4;0;44682;0;0;0
23071;0;N4;0;44713;0;0;0
23071;0;N4;0;44743;0;0;0
23071;0;N4;0;44774;0;0;0
23071;0;N4;0;44835;0;0;0
23071;0;N4;0;44866;0;0;0
23193;0,011904762;N4;5;44713;50;13,85;1
23193;0,076190476;N4;32;44805;320;88,64;1
23193;0,09047619;N4;38;44682;380;105,26;2
23193;0,095238095;N4;40;44652;400;110,8;1
23193;0,095238095;N4;40;44743;400;110,8;1
23193;0,128571429;N4;54;44621;540;149,58;2
23193;0,178571429;N4;75;44562;750;207,75;2
23193;0,207142857;N4;87;44774;870;240,99;4
23193;0,24047619;N4;101;44593;1010;279,77;3
23193;0,428571429;N4;180;44835;1800;498,6;1
23193;0,476190476;N4;200;44866;2000;554;1
2;0,111969112;N5;29;44774;145;65,25;6
2;0,16988417;N5;44;44682;220;99;28
2;0,189189189;N5;49;44866;245;110,25;27
2;0,22007722;N5;57;44593;285;128,25;32
2;0,235521236;N5;61;44835;305;137,25;31
2;0,243243243;N5;63;44652;315;141,75;30
2;0,258779923;N5;67;44805;335,12;150,8;34
2;0,316602317;N5;82;44562;410;184,5;13
2;0,32046332;N5;83;44713;415;186,75;23
2;0,362934363;N5;94;44743;470;211,5;37
2;0,598455598;N5;155;44621;775;348,75;39
3;0,042471042;N5;11;44774;55;28,77;10
3;0,05019305;N5;13;44805;65;34;8
3;0,061776062;N5;16;44562;80;41,84;11
3;0,069498069;N5;18;44593;90;47,07;14
3;0,088803089;N5;23;44835;115;60,15;6
3;0,108108108;N5;28;44621;140;73,22;14
3;0,111969112;N5;29;44713;145;75,84;14
3;0,115830116;N5;30;44743;150;78,45;17
3;0,177606178;N5;46;44652;230;120,29;11
3;0;N5;0;44682;0;0;0
3;0;N5;0;44866;0;0;0
4;0,420849421;N5;109;44835;545;285,04;43
4;0,432432432;N5;112;44866;560;292,88;35
4;0,463413127;N5;120;44774;600,12;313,86;46
4;0,505791506;N5;131;44713;655;342,57;49
4;0,629343629;N5;163;44682;815;426,25;48
4;0,652509653;N5;169;44593;845;441,94;66
4;0,722007722;N5;187;44743;935;489,01;75
4;0,741312741;N5;192;44652;960;502,08;55
4;0,806949807;N5;209;44621;1045;546,54;68
4;0,83011583;N5;215;44562;1075;562,23;41
4;0,872679537;N5;226;44805;1130,12;591,05;71
5;0,029621622;N5;8;44743;38,36;20,06;2
5;0,147235521;N5;38;44835;190,67;99,72;1
5;0;N5;0;44562;0;0;0
5;0;N5;0;44593;0;0;0
5;0;N5;0;44621;0;0;0
5;0;N5;0;44652;0;0;0
5;0;N5;0;44682;0;0;0
5;0;N5;0;44713;0;0;0
5;0;N5;0;44774;0;0;0
5;0;N5;0;44805;0;0;0
5;0;N5;0;44866;0;0;0
6;0,003861004;N5;1;44805;5;2,96;1
6;0,007722008;N5;2;44652;10;5,91;1
6;0,011583012;N5;3;44866;15;8,87;3
6;0,015444015;N5;4;44621;20;11,82;4
6;0,023166023;N5;6;44562;30;17,73;3
6;0,034749035;N5;9;44593;45;26,6;8
6;0,034749035;N5;9;44713;45;26,6;6
6;0,034749035;N5;9;44835;45;26,6;4
6;0,05019305;N5;13;44682;65;38,42;11
6;0,05019305;N5;13;44743;65;38,42;6
6;0,088803089;N5;23;44774;115;67,97;4
7;0,05019305;N5;13;44866;65;38,42;11
7;0,127413127;N5;33;44593;165;97,52;25
7;0,131274131;N5;34;44774;170;100,47;13
7;0,150579151;N5;39;44835;195;115,25;27
7;0,154440154;N5;40;44713;200;118,2;22
7;0,158301158;N5;41;44621;205;121,16;27
7;0,177606178;N5;46;44652;230;135,93;33
7;0,208494208;N5;54;44682;270;159,57;26
7;0,243243243;N5;63;44743;315;186,17;28
7;0,355212355;N5;92;44805;460;271,86;34
7;0,362934363;N5;94;44562;470;277,77;11
8;0,038610039;N5;10;44743;50;29,55;2
8;0,092664093;N5;24;44682;120;70,92;1
8;0,240741313;N5;62;44805;311,76;184,25;1
8;0;N5;0;44562;0;0;0
8;0;N5;0;44593;0;0;0
8;0;N5;0;44621;0;0;0
8;0;N5;0;44652;0;0;0
8;0;N5;0;44713;0;0;0
8;0;N5;0;44774;0;0;0
8;0;N5;0;44835;0;0;0
8;0;N5;0;44866;0;0;0
26;1,146718147;N5;297;44835;594;804,28;27
26;2;N5;518;44562;1036;1402,74;72
26;2,243243243;N5;581;44682;1162;1573,35;138
26;2,393822394;N5;620;44774;1240;1678,96;95
26;2,409266409;N5;624;44866;1248;1689,79;109
26;2,50965251;N5;650;44713;1300;1760,2;120
26;2,88030888;N5;746;44621;1492;2017,46;148
26;3,478764479;N5;901;44652;1802;2439,91;138
26;3,884169884;N5;1006;44805;2012;2724,25;100
26;4,096525097;N5;1061;44593;2122;2873,19;103
26;4,864864865;N5;1260;44743;2520;3412,08;52
27;3,687258687;N5;955;44743;1910;2586,14;409
27;4,374517375;N5;1133;44713;2266;3068,16;301
27;4,463320463;N5;1156;44835;2312;3130,45;212
27;5,084942085;N5;1317;44562;2634;3566,44;140
27;5,50965251;N5;1427;44774;2854;3864,32;342
27;5,683397683;N5;1472;44866;2944;3986,18;325
27;5,784247104;N5;1498;44682;2996,24;4056,91;341
27;6,046332046;N5;1566;44621;3132;4240,73;424
27;7,084942085;N5;1835;44805;3670;4969,18;353
27;7,842664093;N5;2031;44652;4062,5;5500,63;397
27;10,93436293;N5;2832;44593;5664;7669,06;278
28;0,007722008;N5;2;44713;4;5,42;2
28;0,007722008;N5;2;44682;4;5,42;1
28;0,011583012;N5;3;44652;6;8,12;2
28;0,015444015;N5;4;44774;8;10,83;2
28;0,019305019;N5;5;44621;10;13,54;3
28;0,054054054;N5;14;44743;28;37,91;7
28;0,077220077;N5;20;44866;40;54,16;5
