Material;Venda_pallet;Embalagem;Quantidade_de_cxs;Data;Quantidade;Peso;Frequencia
4561;0,146666667;N3;77;44621;385;62,37;4
4561;0,16952381;N3;89;44743;445;72,09;4
4561;0,215238095;N3;113;44835;565;91,53;4
4561;0,243809524;N3;128;44713;640;103,68;6
4569;0,005714286;N3;3;44652;15;3,57;1
4569;0,007619048;N3;4;44743;20;4,76;1
4569;0,00952381;N3;5;44713;25;5,95;5
4569;0,00952381;N3;5;44593;25;5,95;4
4569;0,00952381;N3;5;44621;25;5,95;4
4569;0,00952381;N3;5;44805;25;5,95;2
4569;0,028571429;N3;15;44562;75;17,85;6
4569;0,028571429;N3;15;44774;75;17,85;4
4569;0,055238095;N3;29;44682;145;34,51;7
4569;0;N3;0;44835;0;0;0
4569;0;N3;0;44866;0;0;0
4575;0,00952381;N3;5;44621;25;5,7;2
4575;0,011428571;N3;6;44805;30;6,84;4
4575;0,020952381;N3;11;44774;55;12,54;4
4575;0,04;N3;21;44866;105;23,94;5
4575;0,055238095;N3;29;44743;145;33,06;7
4575;0,064761905;N3;34;44562;170;38,76;9
4575;0,07047619;N3;37;44593;185;42,18;7
4575;0,112380952;N3;59;44682;295;67,26;2
4575;0,121904762;N3;64;44652;320;72,96;5
4575;0,401904762;N3;211;44713;1055;240,54;4
4575;0;N3;0;44835;0;0;0
4580;0,001904762;N3;1;44682;5;1,2;1
4580;0,003809524;N3;2;44835;10;2,4;1
4580;0,007619048;N3;4;44774;20;4,8;6
4580;0,007619048;N3;4;44562;20;4,8;3
4580;0,007619048;N3;4;44713;20;4,8;3
4580;0,00952381;N3;5;44593;25;6;3
4580;0,00952381;N3;5;44866;25;6;2
4580;0,011428571;N3;6;44805;30;7,2;4
4580;0,015238095;N3;8;44652;40;9,6;8
4580;0,024761905;N3;13;44743;65;15,6;5
4580;0;N3;0;44621;0;0;0
4581;0,003809524;N3;2;44866;10;2,72;1
4581;0,013333333;N3;7;44562;35;9,52;6
4581;0,013333333;N3;7;44593;35;9,52;3
4581;0,020952381;N3;11;44652;55;14,96;9
4581;0,024761905;N3;13;44835;65;17,68;7
4581;0,047619048;N3;25;44713;125;34;5
4581;0,047619048;N3;25;44805;125;34;4
4581;0,057142857;N3;30;44743;150;40,8;5
4581;0,085714286;N3;45;44621;225;61,2;5
4581;0,133333333;N3;70;44682;350;95,2;4
4581;0;N3;0;44774;0;0;0
4583;0,003809524;N3;2;44593;10;3,16;2
4583;0,007619048;N3;4;44743;20;6,32;4
4583;0,007619048;N3;4;44866;20;6,32;1
4583;0,013333333;N3;7;44621;35;11,06;4
4583;0,013333333;N3;7;44713;35;11,06;4
4583;0,015238095;N3;8;44774;40;12,64;4
4583;0,019047619;N3;10;44835;50;15,8;3
4583;0,026666667;N3;14;44562;70;22,12;9
4583;0,034285714;N3;18;44652;90;28,44;10
4583;0,04952381;N3;26;44682;130;41,08;5
4583;0,072380952;N3;38;44805;190;60,04;4
4586;0,011428571;N3;6;44652;12;6,048;4
4586;0,032380952;N3;17;44621;34;17,136;5
4586;0,034285714;N3;18;44835;36;18,144;3
4586;0,047619048;N3;25;44562;50;25,2;9
4586;0,04952381;N3;26;44713;52;26,208;10
4586;0,08952381;N3;47;44774;94;47,376;9
4586;0,121904762;N3;64;44682;128;64,512;6
4586;0,139047619;N3;73;44593;146;73,584;5
4586;0,171428571;N3;90;44805;180;90,72;4
4586;0,186666667;N3;98;44866;196;98,784;9
4586;0,36952381;N3;194;44743;388;195,552;9
4593;0,001904762;N3;1;44593;2;1,032;1
4593;0,001904762;N3;1;44682;2;1,032;1
4593;0,001904762;N3;1;44805;2;1,032;1
4593;0,001904762;N3;1;44835;2;1,032;1
4593;0,007619048;N3;4;44743;8;4,128;4
4593;0,007619048;N3;4;44713;8;4,128;2
4593;0,011428571;N3;6;44774;12;6,192;2
4593;0,076190476;N3;40;44652;80;41,28;8
4593;0;N3;0;44562;0;0;0
4593;0;N3;0;44621;0;0;0
4593;0;N3;0;44866;0;0;0
4594;0,005714286;N3;3;44621;6;3,468;3
4594;0,00952381;N3;5;44593;10;5,78;5
4594;0,00952381;N3;5;44682;10;5,78;3
4594;0,00952381;N3;5;44743;10;5,78;3
4594;0,011428571;N3;6;44713;12;6,936;4
4594;0,013333333;N3;7;44774;14;8,092;3
4594;0,022857143;N3;12;44866;24;13,872;3
4594;0,055238095;N3;29;44562;58;33,524;8
4594;0,066666667;N3;35;44805;70;40,46;2
4594;0;N3;0;44652;0;0;2
4594;0;N3;0;44835;0;0;0
4600;0,001904762;N3;1;44835;2;1,14;1
4600;0,005714286;N3;3;44593;6;3,42;3
4600;0,007619048;N3;4;44562;8;4,56;4
4600;0,011428571;N3;6;44866;12;6,84;3
4600;0,017142857;N3;9;44713;18;10,26;3
4600;0,019047619;N3;10;44652;20;11,4;5
4600;0,019047619;N3;10;44682;20;11,4;3
4600;0,041904762;N3;22;44805;44;25,08;3
4600;0,045714286;N3;24;44743;48;27,36;3
4600;0;N3;0;44621;0;0;0
4600;0;N3;0;44774;0;0;0
4601;0,005714286;N3;3;44835;6;3,84;3
4601;0,005714286;N3;3;44713;6;3,84;1
4601;0,007619048;N3;4;44682;8;5,12;4
4601;0,007619048;N3;4;44743;8;5,12;4
4601;0,011428571;N3;6;44621;12;7,68;6
4601;0,013333333;N3;7;44866;14;8,96;5
4601;0,017142857;N3;9;44652;18;11,52;8
4601;0,017142857;N3;9;44562;18;11,52;3
4601;0,019047619;N3;10;44593;20;12,8;6
4601;0,091428571;N3;48;44805;96;61,44;5
4601;0;N3;0;44774;0;0;0
4602;0,001904762;N3;1;44835;2;1,44;1
4602;0,001904762;N3;1;44866;2;1,44;1
4602;0,005714286;N3;3;44593;6;4,32;3
4602;0,005714286;N3;3;44774;6;4,32;3
4602;0,007619048;N3;4;44713;8;5,76;2
4602;0,007619048;N3;4;44743;8;5,76;2
4602;0,007619048;N3;4;44805;8;5,76;1
4602;0,011428571;N3;6;44621;12;8,64;2
4602;0,011428571;N3;6;44682;12;8,64;2
4602;0,03047619;N3;16;44562;32;23,04;7
4602;0,036190476;N3;19;44652;38;27,36;5
4634;0,001904762;N3;1;44621;5;1,02;1
4634;0,001904762;N3;1;44682;5;1,02;1
4634;0,001904762;N3;1;44713;5;1,02;1
4634;0,001904762;N3;1;44743;5;1,02;1
4634;0,003809524;N3;2;44593;10;2,04;2
4634;0,007619048;N3;4;44562;20;4,08;4
4634;0,019047619;N3;10;44866;50;10,2;1
4634;0,020952381;N3;11;44774;55;11,22;3
4634;0;N3;0;44652;0;0;0
4634;0;N3;0;44805;0;0;0
4634;0;N3;0;44835;0;0;0
4640;0,085375238;N3;45;44805;224,11;56,028;1
4640;0;N3;0;44562;0;0;0
4640;0;N3;0;44593;0;0;0
4640;0;N3;0;44621;0;0;0
4640;0;N3;0;44652;0;0;0
4640;0;N3;0;44682;0;0;0
4640;0;N3;0;44713;0;0;0
4640;0;N3;0;44743;0;0;0
4640;0;N3;0;44774;0;0;0
4640;0;N3;0;44866;0;0;0
4640;0;N3;0;44835;-194,11;-48,528;1
4644;0,118095238;N3;62;44774;124;57,288;3
4644;0,192285714;N3;101;44805;201,9;93,278;2
4644;0;N3;0;44562;0;0;0
4644;0;N3;0;44593;0;0;0
4644;0;N3;0;44621;0;0;0
4644;0;N3;0;44652;0;0;0
4644;0;N3;0;44682;0;0;0
4644;0;N3;0;44713;0;0;0
4644;0;N3;0;44743;0;0;0
4644;0;N3;0;44835;0;0;0
4644;0;N3;0;44866;0;0;0
4667;0,019047619;N3;10;44866;50;10;1
4667;0,041904762;N3;22;44682;110;22;6
4667;0,051428571;N3;27;44652;135;27;5
4667;0,057142857;N3;30;44621;150;30;11
4667;0,093333333;N3;49;44774;245;49;4
4667;0,133333333;N3;70;44593;350;70;11
4667;0,161904762;N3;85;44805;425;85;1
4667;0,340952381;N3;179;44743;895;179;15
4667;0,361904762;N3;190;44562;950;190;7
4667;0,438095238;N3;230;44713;1150;230;11
4667;0,580952381;N3;305;44835;1525;305;7
4669;0,001165714;N3;1;44682;3,06;0,71;1
4669;0,36;N3;189;44835;945;219,24;8
4669;0,365714286;N3;192;44621;960;222,72;15
4669;0,558095238;N3;293;44774;1465;339,88;16
4669;0,624761905;N3;328;44652;1640;380,48;4
4669;0,632380952;N3;332;44562;1660;385,12;6
4669;0,687619048;N3;361;44866;1805;418,76;12
4669;0,778575238;N3;409;44713;2043,76;474,152;16
4669;0,866666667;N3;455;44805;2275;527,8;17
4669;1,365714286;N3;717;44593;3585;831,72;20
4669;1,466666667;N3;770;44743;3850;893,2;12
4670;0,043809524;N3;23;44593;115;31,74;7
4670;0,045714286;N3;24;44562;120;33,12;8
4670;0,059047619;N3;31;44621;155;42,78;12
4670;0,059047619;N3;31;44774;155;42,78;10
4670;0,066666667;N3;35;44682;175;48,3;11
4670;0,072380952;N3;38;44805;190;52,44;10
4670;0,104761905;N3;55;44713;275;75,9;10
4670;0,114285714;N3;60;44835;300;82,8;11
4670;0,163809524;N3;86;44866;430;118,68;2
4670;0,165714286;N3;87;44652;435;120,06;15
4670;0,196190476;N3;103;44743;515;142,14;22
4674;0,125714286;N3;66;44743;132;73,92;10
4674;0,148571429;N3;78;44682;156;87,36;13
4674;0,219047619;N3;115;44835;230;128,8;21
4674;0,234285714;N3;123;44562;246;137,76;13
4674;0,276190476;N3;145;44593;290;162,4;18
4674;0,300952381;N3;158;44866;316;176,96;14
4674;0,318095238;N3;167;44774;334;187,04;23
4674;0,451428571;N3;237;44652;474;265,44;24
4674;0,48;N3;252;44621;504;282,24;22
4674;0,544761905;N3;286;44713;572;320,32;23
4674;0,733333333;N3;385;44805;770;431,2;35
4675;0,16952381;N3;89;44835;178;108,224;31
4675;0,245714286;N3;129;44713;258;156,864;34
4675;0,283809524;N3;149;44562;298;181,184;36
4675;0,316190476;N3;166;44774;332;201,856;36
4675;0,323809524;N3;170;44621;340;206,72;36
4675;0,337142857;N3;177;44682;354;215,232;31
4675;0,352380952;N3;185;44805;370;224,96;38
4675;0,44;N3;231;44866;462;280,896;32
4675;0,472380952;N3;248;44593;496;301,568;42
4675;0,525714286;N3;276;44652;552;335,616;51
4675;0,71047619;N3;373;44743;746;453,568;53
4676;0,417142857;N3;219;44805;438;310,98;42
4676;0,525714286;N3;276;44621;552;391,92;42
4676;0,59047619;N3;310;44713;620;440,2;37
4676;0,60952381;N3;320;44593;640;454,4;35
4676;0,845714286;N3;444;44682;888;630,48;45
4676;0,958095238;N3;503;44835;1006;714,26;48
4676;0,998095238;N3;524;44743;1048;744,08;21
4676;1;N3;525;44652;1050;745,5;43
4676;1,413333333;N3;742;44866;1484;1053,64;39
4676;1,659047619;N3;871;44774;1742;1236,82;60
4676;4,586666667;N3;2408;44562;4816;3419,36;42
4685;0,744761905;N3;391;44562;782;414,46;31
4685;0,815238095;N3;428;44743;856;453,68;25
4685;0,899047619;N3;472;44682;944;500,32;20
4685;1,628571429;N3;855;44621;1710;906,3;53
4685;1,678095238;N3;881;44652;1762;933,86;46
4685;1,697142857;N3;891;44866;1782;944,46;54
4685;2,242857143;N3;1178;44805;2355;1248,15;43
4685;2,321904762;N3;1219;44713;2438;1292,14;48
4685;2,605714286;N3;1368;44835;2736;1450,08;63
4685;2,706666667;N3;1421;44593;2842;1506,26;60
4685;3,420952381;N3;1796;44774;3592;1903,76;71
4686;0,001904762;N3;1;44835;2;1,054;1
4686;0,00952381;N3;5;44866;10;5,27;1
4686;0,062857143;N3;33;44805;66;34,782;5
4686;0,100952381;N3;53;44774;106;55,862;4
4686;0;N3;0;44562;0;0;0
4686;0;N3;0;44593;0;0;0
4686;0;N3;0;44621;0;0;0
4686;0;N3;0;44652;0;0;0
4686;0;N3;0;44682;0;0;0
4686;0;N3;0;44713;0;0;0
4686;0;N3;0;44743;0;0;0
4687;0,005714286;N3;3;44682;6;3,18;2
4687;0,00952381;N3;5;44621;10;5,3;3
4687;0,00952381;N3;5;44835;10;5,3;3
4687;0,00952381;N3;5;44774;10;5,3;1
4687;0,017142857;N3;9;44866;18;9,54;2
4687;0,038095238;N3;20;44805;40;21,2;1
4687;0,081904762;N3;43;44593;86;45,58;2
4687;0;N3;0;44562;0;0;0
4687;0;N3;0;44652;0;0;0
4687;0;N3;0;44713;0;0;0
4687;0;N3;0;44743;0;0;0
4695;0,003809524;N3;2;44562;20;1,68;1
4695;0,013333333;N3;7;44682;70;5,88;5
4695;0,03047619;N3;16;44621;160;13,44;6
4695;0,04;N3;21;44866;210;17,64;7
4695;0,041904762;N3;22;44593;220;18,48;8
4695;0,043809524;N3;23;44743;230;19,32;6
4695;0,066666667;N3;35;44652;350;29,4;5
4695;0,093333333;N3;49;44713;490;41,16;8
4695;0,093333333;N3;49;44774;490;41,16;4
4695;0,161904762;N3;85;44835;850;71,4;2
4695;0;N3;0;44805;0;0;0
4696;0,001904762;N3;1;44621;10;0,86;1
4696;0,001904762;N3;1;44805;10;0,86;1
4696;0,005714286;N3;3;44774;30;2,58;3
4696;0,007619048;N3;4;44682;40;3,44;1
4696;0,00952381;N3;5;44713;50;4,3;3
4696;0,011428571;N3;6;44652;60;5,16;2
4696;0,013333333;N3;7;44866;70;6,02;2
4696;0,020952381;N3;11;44835;110;9,46;3
4696;0,04;N3;21;44743;210;18,06;4
4696;0;N3;0;44562;0;0;0
4696;0;N3;0;44593;0;0;0
4702;0,003809524;N3;2;44743;20;1,76;1
4702;0,036190476;N3;19;44682;190;16,72;4
4702;0,038095238;N3;20;44774;200;17,6;4
4702;0,038095238;N3;20;44866;200;17,6;1
4702;0,057142857;N3;30;44621;300;26,4;1
4702;0,059047619;N3;31;44652;310;27,28;3
4702;0,08;N3;42;44713;420;36,96;4
4702;0,177142857;N3;93;44805;930;81,84;5
4702;0,219047619;N3;115;44835;1150;101,2;3
4702;0,961904762;N3;505;44593;5050;444,4;6
4702;1,078095238;N3;566;44562;5660;498,08;6
4703;0,087619048;N3;46;44743;460;40,48;4
4703;0,12;N3;63;44835;630;55,44;9
4703;0,201904762;N3;106;44682;1060;93,28;10
4703;0,241904762;N3;127;44713;1270;111,76;17
4703;0,245714286;N3;129;44866;1290;113,52;11
4703;0,272380952;N3;143;44805;1430;125,84;17
4703;0,283809524;N3;149;44593;1490;131,12;21
4703;0,426666667;N3;224;44621;2240;197,12;15
4703;0,44952381;N3;236;44562;2360;207,68;16
4703;0,512380952;N3;269;44774;2690;236,72;9
4703;0,533333333;N3;280;44652;2800;246,4;20
4704;0,011428571;N3;6;44713;60;5,28;2
4704;0,019047619;N3;10;44866;100;8,8;2
4704;0,028571429;N3;15;44805;150;13,2;1
4704;0,034285714;N3;18;44743;180;15,84;2
4704;0,038095238;N3;20;44621;200;17,6;1
4704;0,15047619;N3;79;44774;790;69,52;4
4704;0,192380952;N3;101;44562;1010;88,88;2
4704;0,213333333;N3;112;44835;1120;98,56;6
4704;0,245714286;N3;129;44593;1290;113,52;2
4704;0,264761905;N3;139;44682;1390;122,32;3
4704;0,283809524;N3;149;44652;1490;131,12;3
4705;0,001904762;N3;1;44621;10;0,98;1
4705;0,001904762;N3;1;44774;10;0,98;1
4705;0,005714286;N3;3;44593;30;2,94;1
4705;0,00952381;N3;5;44652;50;4,9;1
4705;0,015238095;N3;8;44805;80;7,84;2
4705;0,019047619;N3;10;44866;100;9,8;1
4705;0,020952381;N3;11;44562;110;10,78;2
4705;0,04;N3;21;44682;210;20,58;3
4705;0,051428571;N3;27;44713;270;26,46;3
4705;0,087619048;N3;46;44743;460;45,08;4
4705;0,093333333;N3;49;44835;490;48,02;3
4706;0,24952381;N3;131;44866;1310;128,38;15
4706;0,325714286;N3;171;44562;1710;167,58;21
4706;0,352380952;N3;185;44743;1850;181,3;23
4706;0,39047619;N3;205;44805;2050;200,9;22
4706;0,392380952;N3;206;44774;2060;201,88;22
4706;0,508571429;N3;267;44621;2670;261,66;25
4706;0,579047619;N3;304;44835;3040;297,92;19
4706;0,628571429;N3;330;44713;3300;323,4;26
4706;0,651428571;N3;342;44682;3420;335,16;27
4706;0,801904762;N3;421;44593;4210;412,58;32
4706;0,95047619;N3;499;44652;4990;489,02;16
4707;0,036190476;N3;19;44682;190;18,62;5
4707;0,051428571;N3;27;44866;270;26,46;4
4707;0,068571429;N3;36;44835;360;35,28;3
4707;0,177142857;N3;93;44713;930;91,14;3
4707;0,217142857;N3;114;44743;1140;111,72;9
4707;0,224761905;N3;118;44774;1180;115,64;4
4707;0,234285714;N3;123;44652;1230;120,54;7
4707;0,251428571;N3;132;44593;1320;129,36;5
4707;0,380952381;N3;200;44805;2000;196;7
4707;0,737142857;N3;387;44621;3870;379,26;8
4707;1,967619048;N3;1033;44562;10330;1012,34;4
4720;0,005714286;N3;3;44774;30;3,48;1
4720;0,222857143;N3;117;44805;1170;135,72;1
4720;0;N3;0;44562;0;0;0
4720;0;N3;0;44593;0;0;0
4720;0;N3;0;44621;0;0;0
4720;0;N3;0;44652;0;0;0
4720;0;N3;0;44682;0;0;0
4720;0;N3;0;44713;0;0;0
4720;0;N3;0;44743;0;0;0
4720;0;N3;0;44835;0;0;0
4720;0;N3;0;44866;0;0;0
4721;0,045714286;N3;24;44593;240;27,84;8
4721;0,053333333;N3;28;44835;280;32,48;5
4721;0,095238095;N3;50;44713;500;58;4
4721;0,108571429;N3;57;44562;570;66,12;7
4721;0,127619048;N3;67;44866;670;77,72;12
4721;0,144761905;N3;76;44805;760;88,16;6
4721;0,177142857;N3;93;44682;930;107,88;6
4721;0,177142857;N3;93;44652;930;107,88;2
4721;0,179047619;N3;94;44743;940;109,04;14
4721;0,196190476;N3;103;44621;1030;119,48;5
4721;0,379047619;N3;199;44774;1990;230,84;9
4722;0,16;N3;84;44593;840;97,44;1
4722;0;N3;0;44562;0;0;0
4722;0;N3;0;44652;0;0;0
4722;0;N3;0;44682;0;0;0
4722;0;N3;0;44713;0;0;0
4722;0;N3;0;44743;0;0;0
4722;0;N3;0;44774;0;0;0
4722;0;N3;0;44805;0;0;0
4722;0;N3;0;44835;0;0;0
4722;0;N3;0;44866;0;0;0
4722;0;N3;0;44621;-800;-92,8;1
4723;0,003809524;N3;2;44682;20;2,36;1
4723;0,055238095;N3;29;44652;290;34,22;3
4723;0,243809524;N3;128;44743;1280;151,04;1
4723;0,245714286;N3;129;44805;1290;152,22;3
4723;0,525714286;N3;276;44593;2760;325,68;11
4723;0,540952381;N3;284;44713;2840;335,12;9
4723;0,902857143;N3;474;44774;4740;559,32;16
4723;2,478095238;N3;1301;44562;13010;1535,18;26
4723;0;N3;0;44835;0;0;5
4723;0;N3;0;44866;0;0;0
4723;0;N3;0;44621;-280;-33,04;13
4724;0,045714286;N3;24;44743;240;28,32;1
4724;0,051428571;N3;27;44713;270;31,86;5
4724;0,177142857;N3;93;44682;930;109,74;10
4724;0,198095238;N3;104;44621;1040;122,72;9
4724;0,379047619;N3;199;44593;1990;234,82;18
4724;1,403809524;N3;737;44562;7370;869,66;20
4724;0;N3;0;44774;0;0;0
4724;0;N3;0;44805;0;0;0
4724;0;N3;0;44835;0;0;0
4724;0;N3;0;44866;0;0;0
4724;0;N3;0;44652;-20;-2,36;10
4725;0,00952381;N3;5;44593;50;5,9;1
4725;0,015238095;N3;8;44621;80;9,44;2
4725;0,022857143;N3;12;44713;120;14,16;2
4725;0,118095238;N3;62;44743;620;73,16;3
4725;0,137142857;N3;72;44682;720;84,96;3
4725;0,16;N3;84;44774;840;99,12;4
4725;0,184761905;N3;97;44652;970;114,46;5
4725;0,232380952;N3;122;44562;1220;143,96;4
4725;0;N3;0;44805;0;0;0
4725;0;N3;0;44835;0;0;0
4725;0;N3;0;44866;0;0;0
4726;0,003809524;N3;2;44835;20;2,36;1
4726;0,017142857;N3;9;44713;90;10,62;1
4726;0,026666667;N3;14;44805;140;16,52;1
4726;0,173333333;N3;91;44652;910;107,38;4
4726;0,259047619;N3;136;44774;1360;160,48;7
4726;0,358095238;N3;188;44682;1880;221,84;8
4726;0,388571429;N3;204;44743;2040;240,72;2
4726;0,516190476;N3;271;44621;2710;319,78;8
4726;0,716190476;N3;376;44593;3760;443,68;11
4726;0,899047619;N3;472;44562;4720;556,96;8
4726;0;N3;0;44866;0;0;0
4749;0,032380952;N3;17;44682;85;15,555;8
4749;0,034285714;N3;18;44805;90;16,47;6
4749;0,051428571;N3;27;44562;135;24,705;7
4749;0,072380952;N3;38;44621;190;34,77;11
4749;0,083809524;N3;44;44743;220;40,26;11
4749;0,095238095;N3;50;44593;250;45,75;6
4749;0,12;N3;63;44774;315;57,645;10
4749;0,131428571;N3;69;44652;345;63,135;6
4749;0,148571429;N3;78;44866;390;71,37;11
4749;0,179047619;N3;94;44713;470;86,01;12
4749;0,20952381;N3;110;44835;550;100,65;8
4750;0,001904762;N3;1;44652;5;0,94;1
4750;0,001904762;N3;1;44682;5;0,94;1
4750;0,001904762;N3;1;44743;5;0,94;1
4750;0,001904762;N3;1;44835;5;0,94;1
4750;0,005714286;N3;3;44774;15;2,82;2
4750;0,011428571;N3;6;44866;30;5,64;3
4750;0,066666667;N3;35;44713;175;32,9;3
4750;0;N3;0;44562;0;0;0
4750;0;N3;0;44593;0;0;0
4750;0;N3;0;44621;0;0;0
4750;0;N3;0;44805;0;0;0
4762;0,053333333;N3;28;44621;140;35,7;1
4762;0,229337143;N3;120;44805;602,01;153,513;2
4762;0,287619048;N3;151;44682;755;192,525;3
4762;0,380952381;N3;200;44835;1000;255;1
4762;0;N3;0;44562;0;0;0
4762;0;N3;0;44593;0;0;0
4762;0;N3;0;44652;0;0;0
4762;0;N3;0;44713;0;0;0
4762;0;N3;0;44743;0;0;0
4762;0;N3;0;44774;0;0;0
4762;0;N3;0;44866;0;0;0
4767;0,001904762;N3;1;44835;3;1,11;1
4767;0,003809524;N3;2;44866;6;2,22;2
4767;0,007619048;N3;4;44652;12;4,44;1
4767;0,011428571;N3;6;44805;18;6,66;2
4767;0,03047619;N3;16;44621;48;17,76;4
4767;0,034285714;N3;18;44593;54;19,98;2
4767;0,04;N3;21;44562;63;23,31;2
4767;0,192380952;N3;101;44713;303;112,11;2
4767;0,413333333;N3;217;44774;651;240,87;2
4767;0;N3;0;44682;0;0;0
4767;0;N3;0;44743;0;0;0
4777;0,001904762;N3;1;44774;3;1,362;1
4777;0,001904762;N3;1;44805;3;1,362;1
4777;0,001904762;N3;1;44866;3;1,362;1
4777;0,011428571;N3;6;44713;18;8,172;5
4777;0,015238095;N3;8;44621;24;10,896;5
4777;0,020952381;N3;11;44682;33;14,982;8
4777;0,047619048;N3;25;44652;75;34,05;8
4777;0,068571429;N3;36;44743;108;49,032;5
4777;0;N3;0;44562;0;0;0
4777;0;N3;0;44593;0;0;0
4777;0;N3;0;44835;0;0;0
4793;0,000361143;N3;0;44593;4,74;0,237;1
4793;0,148571429;N3;78;44562;1950;97,5;1
4793;0,152380952;N3;80;44652;2000;100;1
4793;0;N3;0;44621;0;0;0
4793;0;N3;0;44682;0;0;0
4793;0;N3;0;44713;0;0;0
4793;0;N3;0;44743;0;0;0
4793;0;N3;0;44774;0;0;0
4793;0;N3;0;44805;0;0;0
4793;0;N3;0;44835;0;0;0
4793;0;N3;0;44866;0;0;0
4799;0,03047619;N3;16;44805;160;11,84;2
4799;0,059047619;N3;31;44652;310;22,94;14
4799;0,059047619;N3;31;44682;310;22,94;6
4799;0,060952381;N3;32;44713;320;23,68;17
4799;0,068571429;N3;36;44774;360;26,64;10
4799;0,085714286;N3;45;44562;450;33,3;16
4799;0,106666667;N3;56;44593;560;41,44;15
4799;0,118095238;N3;62;44835;620;45,88;13
4799;0,137142857;N3;72;44743;720;53,28;20
4799;0,15047619;N3;79;44621;790;58,46;18
4799;0,154285714;N3;81;44866;810;59,94;27
4815;0,780952381;N3;410;44866;4100;352,6;7
4815;0;N3;0;44562;0;0;0
4815;0;N3;0;44593;0;0;0
4815;0;N3;0;44621;0;0;0
4815;0;N3;0;44652;0;0;0
4815;0;N3;0;44682;0;0;0
4815;0;N3;0;44713;0;0;0
4815;0;N3;0;44743;0;0;0
4815;0;N3;0;44774;0;0;0
4815;0;N3;0;44805;0;0;0
4815;0;N3;0;44835;0;0;0
4816;0,036190476;N3;19;44743;190;17,1;1
4816;0,055238095;N3;29;44713;290;26,1;4
4816;0,556190476;N3;292;44562;2920;262,8;12
4816;0,613333333;N3;322;44682;3220;289,8;12
4816;0,99047619;N3;520;44621;5200;468;19
4816;1,034285714;N3;543;44593;5430;488,7;18
4816;2,352380952;N3;1235;44652;12350;1111,5;15
4816;0;N3;0;44774;0;0;0
4816;0;N3;0;44805;0;0;0
4816;0;N3;0;44835;0;0;0
4816;0;N3;0;44866;0;0;0
4817;0,00952381;N3;5;44743;50;4,5;1
4817;0,00952381;N3;5;44866;50;4,5;1
4817;0,055238095;N3;29;44774;290;26,1;5
4817;0,121904762;N3;64;44805;640;57,6;11
4817;0,921904762;N3;484;44713;4840;435,6;37
4817;1,782857143;N3;936;44682;9360;842,4;100
4817;2,6;N3;1365;44562;13650;1228,5;101
4817;2,967619048;N3;1558;44621;15580;1402,2;190
4817;4,611428571;N3;2421;44593;24210;2178,9;145
4817;4,92;N3;2583;44652;25830;2324,7;191
4817;0;N3;0;44835;0;0;0
4818;0,001904762;N3;1;44774;10;0,9;1
4818;0,003809524;N3;2;44743;20;1,8;2
4818;0,041904762;N3;22;44621;220;19,8;5
4818;0,08;N3;42;44562;420;37,8;8
4818;0,102857143;N3;54;44593;540;48,6;8
4818;0,146666667;N3;77;44713;770;69,3;4
4818;0,243809524;N3;128;44652;1280;115,2;8
4818;0,419047619;N3;220;44682;2200;198;8
4818;0;N3;0;44805;0;0;0
4818;0;N3;0;44835;0;0;0
4818;0;N3;0;44866;0;0;0
4819;0,00195619;N3;1;44743;10,27;0,924;1
4819;0,255238095;N3;134;44713;1340;120,6;1
4819;0,262586667;N3;138;44866;1378,58;124,072;1
4819;0,266666667;N3;140;44652;1400;126;1
4819;0;N3;0;44562;0;0;0
4819;0;N3;0;44593;0;0;0
4819;0;N3;0;44621;0;0;0
4819;0;N3;0;44682;0;0;0
4819;0;N3;0;44774;0;0;0
4819;0;N3;0;44805;0;0;0
4819;0;N3;0;44835;0;0;0
4823;0,201904762;N3;106;44743;1060;114,48;11
4823;0,342857143;N3;180;44713;1800;194,4;10
4823;0,371428571;N3;195;44621;1950;210,6;15
4823;0,500952381;N3;263;44774;2630;284,04;7
4823;0,579047619;N3;304;44805;3040;328,32;15
4823;0,702857143;N3;369;44866;3690;398,52;12
4823;0,80952381;N3;425;44593;4250;459;13
4823;0,84952381;N3;446;44835;4460;481,68;7
4823;0,927619048;N3;487;44682;4870;525,96;15
4823;1,12952381;N3;593;44652;5930;640,44;13
4823;1,295238095;N3;680;44562;6800;734,4;15
4830;3,08;N3;1617;44835;8085;1180,41;186
4830;3,923809524;N3;2060;44562;10300;1503,8;133
4830;4,483809524;N3;2354;44682;11770;1718,42;232
4830;4,780952381;N3;2510;44805;12550;1832,3;201
4830;4,998095238;N3;2624;44621;13120;1915,52;233
4830;5,264761905;N3;2764;44743;13820;2017,72;271
4830;5,979047619;N3;3139;44866;15695;2291,47;165
4830;6,32952381;N3;3323;44713;16615;2425,79;233
4830;8,032380952;N3;4217;44593;21085;3078,41;172
4830;8,544761905;N3;4486;44652;22430;3274,78;216
4830;11,56038095;N3;6069;44774;30346;4430,52;178
4831;0,003809524;N3;2;44652;10;1,46;1
4831;0,019047619;N3;10;44562;50;7,3;3
4831;0,019047619;N3;10;44682;50;7,3;3
4831;0,022857143;N3;12;44713;60;8,76;3
4831;0,024761905;N3;13;44805;65;9,49;3
4831;0,045714286;N3;24;44835;120;17,52;7
4831;0,045714286;N3;24;44774;120;17,52;6
4831;0,04952381;N3;26;44866;130;18,98;5
